property_id,property_name,type_id,location_id,source_id,agent_id,size_sqft,size_sqm,bedrooms,maid_rooms,bathrooms,price,available_from,payment_method,down_payment,status,listed_date,sold_date,city,region,country,Latitude,Longitude
4405,Townhouse in Giza,3,3,3,598,2368.06,220,2,0,2,19126000,10/14/2024,Cash,1500000,Sold,11/8/2022,4/18/2024,Cairo,New Capital,Egypt,,
4856,Chalet in Cairo,4,3,3,266,1614.58,150,2,1,2,13929000,12/29/2023,Installment,313399.05,Sold,9/28/2023,4/18/2024,Cairo,New Capital,Egypt,,
5296,Villa in Matrouh,2,6,3,384,1614.58,150,3,0,1,11800000,3/4/2023,Mortgage,346424.9,Sold,1/19/2023,4/18/2024,Cairo,Madinaty,Egypt,,
5717,Townhouse in Giza,4,3,2,692,3229.17,300,2,0,2,3640000,2/3/2024,Cash,1500000,Sold,7/2/2022,4/18/2024,Cairo,New Capital,Egypt,,
6088,Apartment in Cairo,3,6,1,590,1076.39,100,5,1,4,10200000,9/2/2023,Mortgage,2367724.03,Sold,6/21/2022,4/18/2024,Cairo,Madinaty,Egypt,,
6406,Townhouse in Giza,2,6,2,509,1076.39,100,2,1,2,14230565,6/29/2023,Installment,264126.71,Sold,1/14/2023,4/18/2024,Cairo,Madinaty,Egypt,,
7350,Chalet in Matrouh,2,4,2,263,3229.17,300,2,0,4,9600000,7/28/2023,Mortgage,899374.9,Sold,12/1/2023,4/18/2024,Cairo,New Cairo,Egypt,,
9587,Chalet in Matrouh,1,4,3,396,1076.39,100,2,0,2,5087000,10/23/2024,Installment,528000.71,Sold,9/27/2022,4/18/2024,Cairo,New Cairo,Egypt,,
11876,Villa in Matrouh,1,3,1,300,1722.22,160,2,0,2,5700000,1/15/2023,Mortgage,1103495.71,Sold,12/20/2023,4/18/2024,Cairo,New Capital,Egypt,,
12307,Chalet in Matrouh,4,6,1,111,3229.17,300,5,0,3,3000000,8/22/2024,Mortgage,848101,Sold,5/31/2022,4/18/2024,Cairo,Madinaty,Egypt,,
12822,Townhouse in Giza,2,6,2,102,1076.39,100,3,1,3,4500000,5/27/2024,Mortgage,694546.82,Sold,7/18/2023,4/18/2024,Cairo,Madinaty,Egypt,,
507,Chalet in Giza,3,4,3,264,2368.06,220,3,1,2,8000000,3/22/2024,Mortgage,433001.74,Sold,12/13/2023,4/19/2024,Cairo,New Cairo,Egypt,,
1824,Apartment in Cairo,2,4,1,712,1291.67,120,5,0,2,33615000,8/27/2023,Mortgage,398561.79,Sold,1/21/2023,4/19/2024,Cairo,New Cairo,Egypt,,
2230,Apartment in Giza,1,4,3,442,1722.22,160,3,0,1,6520800,7/14/2024,Installment,202858.86,Sold,3/18/2022,4/19/2024,Cairo,New Cairo,Egypt,,
2518,Villa in Giza,1,3,2,41,3229.17,300,3,1,4,25200000,10/1/2023,Installment,493831.14,Sold,3/29/2023,4/19/2024,Cairo,New Capital,Egypt,,
2974,Townhouse in Giza,4,3,1,768,1722.22,160,2,1,3,25000000,1/11/2024,Mortgage,1772551.24,Sold,8/2/2023,4/19/2024,Cairo,New Capital,Egypt,,
3064,Villa in Giza,2,3,2,223,1614.58,150,2,1,2,27531500,7/26/2023,Mortgage,340992.77,Sold,5/24/2022,4/19/2024,Cairo,New Capital,Egypt,,
5156,Villa in Cairo,3,3,1,552,1291.67,120,2,0,2,5500000,9/26/2024,Installment,404999.86,Sold,8/1/2023,4/19/2024,Cairo,New Capital,Egypt,,
5585,Townhouse in Cairo,2,3,3,132,3229.17,300,3,0,2,11000000,5/26/2023,Mortgage,288214.75,Sold,10/28/2023,4/19/2024,Cairo,New Capital,Egypt,,
5890,Apartment in Matrouh,2,3,2,766,3229.17,300,3,0,4,22000000,10/21/2024,Mortgage,310553.74,Sold,8/15/2023,4/19/2024,Cairo,New Capital,Egypt,,
7250,Townhouse in Cairo,1,6,3,709,3229.17,300,2,1,4,3500000,10/9/2024,Installment,921349.17,Sold,3/28/2023,4/19/2024,Cairo,Madinaty,Egypt,,
11020,Apartment in Cairo,1,6,3,379,1291.67,120,2,1,4,25000000,12/30/2023,Mortgage,588687.31,Sold,7/26/2023,4/19/2024,Cairo,Madinaty,Egypt,,
11166,Apartment in Cairo,1,6,3,443,1291.67,120,2,0,2,75000000,1/25/2023,Installment,471540.76,Sold,7/4/2023,4/19/2024,Cairo,Madinaty,Egypt,,
13357,Villa in Cairo,1,6,1,481,1722.22,160,5,1,2,2000000,9/29/2024,Cash,2000000,Sold,4/10/2022,4/19/2024,Cairo,Madinaty,Egypt,,
13809,Chalet in Cairo,3,3,1,121,2368.06,220,3,0,2,1500000,1/6/2024,Cash,1500000,Sold,10/24/2023,4/19/2024,Cairo,New Capital,Egypt,,
2787,Villa in Giza,2,4,1,101,1614.58,150,2,0,2,6000000,10/1/2024,Installment,313328.95,Sold,8/5/2023,4/20/2024,Cairo,New Cairo,Egypt,,
3773,Apartment in Cairo,2,3,2,327,1291.67,120,3,0,1,3120000,12/20/2024,Mortgage,499442.53,Sold,7/29/2023,4/20/2024,Cairo,New Capital,Egypt,,
4400,Apartment in Matrouh,3,3,2,94,1614.58,150,3,0,2,5250000,2/27/2024,Mortgage,861226.52,Sold,3/6/2022,4/20/2024,Cairo,New Capital,Egypt,,
6199,Villa in Cairo,2,4,1,87,2368.06,220,3,0,2,28000000,5/28/2023,Mortgage,534731.28,Sold,7/14/2022,4/20/2024,Cairo,New Cairo,Egypt,,
6725,Townhouse in Giza,4,3,3,726,1614.58,150,3,0,3,15000000,9/29/2023,Mortgage,1380414.85,Sold,12/12/2023,4/20/2024,Cairo,New Capital,Egypt,,
8222,Villa in Cairo,2,6,2,723,1614.58,150,5,0,2,4500000,10/31/2024,Mortgage,303935.12,Sold,5/10/2023,4/20/2024,Cairo,Madinaty,Egypt,,
9154,Villa in Cairo,3,4,2,6,2368.06,220,3,0,1,4800000,2/29/2024,Mortgage,269238.74,Sold,8/15/2023,4/20/2024,Cairo,New Cairo,Egypt,,
9621,Chalet in Cairo,2,4,3,189,1076.39,100,5,0,3,8790000,4/4/2024,Cash,8000000,Sold,10/3/2023,4/20/2024,Cairo,New Cairo,Egypt,,
10949,Townhouse in Cairo,3,4,3,425,1614.58,150,3,0,2,2920000,4/1/2023,Cash,3000000,Sold,12/10/2023,4/20/2024,Cairo,New Cairo,Egypt,,
13963,Apartment in Giza,2,6,1,336,1614.58,150,3,1,3,8000000,2/14/2023,Mortgage,1988853.33,Sold,1/3/2022,4/20/2024,Cairo,Madinaty,Egypt,,
2411,Chalet in Matrouh,4,6,2,698,3229.17,300,3,0,1,10000000,1/16/2024,Installment,279360.39,Sold,7/25/2023,4/21/2024,Cairo,Madinaty,Egypt,,
14793,Chalet in Cairo,1,6,3,274,1614.58,150,5,0,4,1500000,8/26/2024,Mortgage,432129.76,Sold,9/26/2023,4/21/2024,Cairo,Madinaty,Egypt,,
862,Chalet in Cairo,4,6,2,22,1076.39,100,3,1,2,65000000,5/8/2023,Cash,1500000,Sold,9/4/2023,4/22/2024,Cairo,Madinaty,Egypt,,
5603,Villa in Matrouh,2,6,1,44,2368.06,220,3,0,1,6740000,9/7/2023,Cash,8000000,Sold,9/6/2022,4/22/2024,Cairo,Madinaty,Egypt,,
7373,Villa in Cairo,4,4,1,281,1722.22,160,3,0,2,39830000,7/28/2023,Mortgage,530122.33,Sold,10/17/2023,4/22/2024,Cairo,New Cairo,Egypt,,
10332,Chalet in Cairo,2,4,1,215,1722.22,160,3,0,3,5568000,1/1/2024,Installment,235574.79,Sold,6/7/2023,4/22/2024,Cairo,New Cairo,Egypt,,
11400,Chalet in Cairo,1,3,2,255,1614.58,150,2,0,2,8360000,3/9/2023,Mortgage,329394.79,Sold,4/20/2023,4/22/2024,Cairo,New Capital,Egypt,,
12489,Chalet in Cairo,1,4,3,750,1722.22,160,3,0,4,1500000,5/1/2023,Mortgage,161140.23,Sold,12/3/2023,4/22/2024,Cairo,New Cairo,Egypt,,
13193,Chalet in Cairo,2,4,3,239,2368.06,220,5,1,2,3000000,8/29/2023,Mortgage,895803.99,Sold,1/13/2023,4/22/2024,Cairo,New Cairo,Egypt,,
229,Townhouse in Giza,4,6,2,207,1722.22,160,3,1,4,5000000,7/29/2024,Cash,2000000,Sold,1/26/2022,4/23/2024,Cairo,Madinaty,Egypt,,
1406,Chalet in Cairo,3,4,2,747,3229.17,300,5,0,2,1152575,10/14/2024,Mortgage,474673.98,Sold,7/5/2022,4/23/2024,Cairo,New Cairo,Egypt,,
5100,Townhouse in Giza,1,3,3,296,2368.06,220,2,0,2,5200000,7/2/2024,Cash,1500000,Sold,9/9/2023,4/23/2024,Cairo,New Capital,Egypt,,
5658,Apartment in Giza,4,4,1,5,1291.67,120,3,1,2,40000000,11/3/2023,Installment,614309.46,Sold,11/3/2023,4/23/2024,Cairo,New Cairo,Egypt,,
8578,Villa in Giza,4,6,3,431,1614.58,150,5,0,2,8652000,9/2/2023,Mortgage,291517.93,Sold,10/4/2023,4/23/2024,Cairo,Madinaty,Egypt,,
9115,Townhouse in Cairo,3,6,3,352,1291.67,120,2,0,3,2800000,3/31/2024,Installment,295904.59,Sold,7/29/2023,4/23/2024,Cairo,Madinaty,Egypt,,
9249,Chalet in Matrouh,1,4,2,595,3229.17,300,3,0,1,4432000,2/1/2024,Installment,778804.06,Sold,10/2/2023,4/23/2024,Cairo,New Cairo,Egypt,,
11544,Villa in Cairo,1,6,3,334,1614.58,150,3,0,2,22000000,1/24/2024,Installment,353522.68,Sold,7/23/2023,4/23/2024,Cairo,Madinaty,Egypt,,
12270,Villa in Cairo,2,4,3,594,3229.17,300,2,0,2,3000000,1/6/2024,Installment,360347.79,Sold,11/20/2023,4/23/2024,Cairo,New Cairo,Egypt,,
14391,Chalet in Giza,3,6,1,595,1722.22,160,3,0,2,8000000,12/4/2024,Mortgage,2377779.74,Sold,9/7/2022,4/23/2024,Cairo,Madinaty,Egypt,,
2,Townhouse in Giza,3,4,3,706,2368.06,220,2,0,1,25000000,4/30/2024,Installment,268070.31,Sold,3/30/2022,4/24/2024,Cairo,New Cairo,Egypt,,
7523,Chalet in Cairo,2,6,2,776,1291.67,120,2,1,2,4500000,4/13/2023,Mortgage,1418090.32,Sold,3/28/2023,4/24/2024,Cairo,Madinaty,Egypt,,
10027,Townhouse in Giza,3,4,1,770,3229.17,300,3,1,2,5311000,11/17/2023,Cash,3000000,Sold,6/26/2022,4/24/2024,Cairo,New Cairo,Egypt,,
11532,Chalet in Giza,3,4,1,568,1076.39,100,2,0,3,6800000,7/15/2023,Installment,1952035.39,Sold,5/22/2023,4/24/2024,Cairo,New Cairo,Egypt,,
4056,Chalet in Cairo,1,6,2,565,2368.06,220,2,1,2,13200000,1/3/2024,Mortgage,452055.19,Sold,7/13/2022,4/25/2024,Cairo,Madinaty,Egypt,,
4925,Townhouse in Cairo,4,3,1,177,1614.58,150,3,0,3,32000000,4/29/2023,Cash,4500000,Sold,6/8/2022,4/25/2024,Cairo,New Capital,Egypt,,
6390,Townhouse in Matrouh,3,4,3,180,2368.06,220,3,0,2,10410000,8/6/2024,Cash,8000000,Sold,2/5/2023,4/25/2024,Cairo,New Cairo,Egypt,,
13120,Apartment in Cairo,1,4,1,235,1722.22,160,2,0,1,3000000,4/20/2023,Cash,3000000,Sold,9/26/2023,4/25/2024,Cairo,New Cairo,Egypt,,
2608,Townhouse in Giza,1,6,1,555,3229.17,300,2,0,2,8500000,5/4/2024,Cash,8000000,Sold,11/4/2022,4/26/2024,Cairo,Madinaty,Egypt,,
5104,Townhouse in Giza,2,4,1,168,2368.06,220,3,0,1,9682000,3/1/2023,Cash,4500000,Sold,9/30/2023,4/26/2024,Cairo,New Cairo,Egypt,,
9472,Townhouse in Giza,1,6,1,234,1291.67,120,2,0,2,2400000,7/23/2024,Installment,351248.31,Sold,12/4/2023,4/26/2024,Cairo,Madinaty,Egypt,,
11150,Apartment in Cairo,3,4,3,740,1722.22,160,2,0,2,5850000,9/21/2024,Installment,307478.69,Sold,11/1/2023,4/26/2024,Cairo,New Cairo,Egypt,,
11182,Townhouse in Cairo,2,4,2,129,1076.39,100,2,0,3,13500000,4/24/2024,Cash,2000000,Sold,1/11/2023,4/26/2024,Cairo,New Cairo,Egypt,,
13601,Villa in Giza,2,4,3,320,1291.67,120,5,0,1,4500000,10/21/2023,Mortgage,694953.48,Sold,2/4/2023,4/26/2024,Cairo,New Cairo,Egypt,,
63,Villa in Cairo,2,4,2,101,1291.67,120,5,0,2,4100000,10/23/2023,Cash,2200000,Sold,4/25/2023,4/27/2024,Cairo,New Cairo,Egypt,,
478,Apartment in Giza,4,6,3,147,1291.67,120,2,1,2,6189658,2/10/2024,Mortgage,407396.15,Sold,11/14/2023,4/27/2024,Cairo,Madinaty,Egypt,,
2221,Townhouse in Matrouh,3,3,3,24,1076.39,100,3,0,3,5580000,11/25/2024,Installment,352805.57,Sold,1/5/2022,4/27/2024,Cairo,New Capital,Egypt,,
3722,Townhouse in Cairo,1,6,1,168,1722.22,160,3,1,2,7000000,12/28/2024,Mortgage,265690.79,Sold,9/5/2023,4/27/2024,Cairo,Madinaty,Egypt,,
7439,Townhouse in Cairo,2,6,3,757,1291.67,120,5,0,1,9000000,10/18/2023,Installment,528009.52,Sold,5/30/2023,4/27/2024,Cairo,Madinaty,Egypt,,
8387,Villa in Giza,4,6,3,780,1076.39,100,2,0,4,13325000,3/20/2024,Installment,2036868.69,Sold,3/4/2023,4/27/2024,Cairo,Madinaty,Egypt,,
9735,Apartment in Matrouh,1,6,2,356,2368.06,220,3,1,4,43000000,7/20/2024,Mortgage,558003.82,Sold,5/28/2023,4/27/2024,Cairo,Madinaty,Egypt,,
10198,Townhouse in Cairo,4,4,2,118,3229.17,300,2,0,2,22275000,3/9/2023,Mortgage,1952161.78,Sold,12/4/2023,4/27/2024,Cairo,New Cairo,Egypt,,
11184,Townhouse in Cairo,4,4,2,774,3229.17,300,2,0,2,32000000,12/1/2024,Cash,8000000,Sold,7/29/2023,4/27/2024,Cairo,New Cairo,Egypt,,
1668,Villa in Giza,4,6,3,329,1291.67,120,2,0,1,42000000,10/16/2023,Cash,8000000,Sold,10/13/2022,4/28/2024,Cairo,Madinaty,Egypt,,
2228,Townhouse in Cairo,2,4,3,169,3229.17,300,3,1,2,33000000,5/31/2024,Cash,1500000,Sold,9/10/2023,4/28/2024,Cairo,New Cairo,Egypt,,
2258,Villa in Cairo,4,4,1,731,1722.22,160,5,1,2,1920000,1/13/2023,Cash,4500000,Sold,10/2/2023,4/28/2024,Cairo,New Cairo,Egypt,,
2585,Apartment in Cairo,2,6,2,94,3229.17,300,3,0,1,11800000,6/19/2024,Installment,435653.17,Sold,10/12/2023,4/28/2024,Cairo,Madinaty,Egypt,,
4404,Chalet in Cairo,3,4,1,91,3229.17,300,2,1,1,8600000,7/14/2023,Cash,2200000,Sold,2/3/2023,4/28/2024,Cairo,New Cairo,Egypt,,
8931,Villa in Giza,3,3,1,430,1614.58,150,3,1,2,10720000,1/21/2023,Mortgage,2381978.49,Sold,4/22/2023,4/28/2024,Cairo,New Capital,Egypt,,
8983,Apartment in Matrouh,3,3,1,751,2368.06,220,2,1,2,10900000,7/31/2024,Installment,1013140.11,Sold,11/22/2023,4/28/2024,Cairo,New Capital,Egypt,,
11114,Townhouse in Matrouh,3,4,3,121,1076.39,100,2,0,3,7313000,11/3/2023,Installment,2108808.8,Sold,3/22/2023,4/28/2024,Cairo,New Cairo,Egypt,,
12958,Villa in Cairo,2,6,2,3,1076.39,100,2,0,3,8000000,11/2/2023,Mortgage,2340643.6,Sold,7/26/2022,4/28/2024,Cairo,Madinaty,Egypt,,
13350,Chalet in Cairo,3,4,2,311,1722.22,160,5,0,3,1500000,9/29/2024,Installment,207866.3,Sold,10/24/2022,4/28/2024,Cairo,New Cairo,Egypt,,
2137,Villa in Cairo,2,3,2,304,1291.67,120,3,1,1,5354400,4/29/2024,Installment,494059.38,Sold,1/3/2023,4/29/2024,Cairo,New Capital,Egypt,,
2184,Townhouse in Giza,4,4,1,372,3229.17,300,2,0,4,3750000,12/26/2023,Mortgage,858245.33,Sold,1/27/2022,4/29/2024,Cairo,New Cairo,Egypt,,
4476,Chalet in Cairo,4,4,1,48,2368.06,220,3,1,1,8565250,7/14/2023,Installment,517424.72,Sold,7/25/2022,4/29/2024,Cairo,New Cairo,Egypt,,
7222,Chalet in Cairo,4,4,3,469,1291.67,120,3,0,4,4714271,12/22/2024,Cash,2200000,Sold,12/7/2022,4/29/2024,Cairo,New Cairo,Egypt,,
7463,Villa in Cairo,2,6,1,351,2368.06,220,2,0,4,25000000,7/24/2023,Cash,8000000,Sold,12/19/2023,4/29/2024,Cairo,Madinaty,Egypt,,
9713,Chalet in Giza,1,3,2,735,2368.06,220,5,1,3,6400000,9/2/2023,Installment,527591.82,Sold,12/7/2022,4/29/2024,Cairo,New Capital,Egypt,,
10715,Chalet in Giza,4,4,1,219,1076.39,100,2,0,2,10000000,8/16/2023,Installment,841481.04,Sold,8/13/2023,4/29/2024,Cairo,New Cairo,Egypt,,
14370,Townhouse in Cairo,1,3,3,647,3229.17,300,5,0,2,3000000,12/20/2023,Cash,3000000,Sold,5/10/2022,4/29/2024,Cairo,New Capital,Egypt,,
14982,Townhouse in Matrouh,3,3,1,536,1076.39,100,2,0,1,8000000,3/21/2024,Installment,1450953.76,Sold,5/23/2022,4/29/2024,Cairo,New Capital,Egypt,,
735,Villa in Giza,3,6,2,195,1291.67,120,2,0,3,31200300,6/13/2024,Mortgage,771020.07,Sold,11/11/2023,4/30/2024,Cairo,Madinaty,Egypt,,
1816,Villa in Cairo,4,3,3,219,2368.06,220,2,0,3,21000000,8/18/2023,Mortgage,1085364.53,Sold,7/14/2023,4/30/2024,Cairo,New Capital,Egypt,,
2698,Villa in Cairo,3,3,1,740,3229.17,300,2,0,1,47000000,9/19/2024,Cash,2200000,Sold,10/31/2022,4/30/2024,Cairo,New Capital,Egypt,,
4317,Apartment in Cairo,3,3,3,368,1291.67,120,2,0,2,5711505,6/10/2024,Mortgage,583698.53,Sold,12/19/2023,4/30/2024,Cairo,New Capital,Egypt,,
5435,Apartment in Cairo,3,3,1,184,2368.06,220,2,0,4,11146348,3/1/2024,Mortgage,311057.36,Sold,7/19/2022,4/30/2024,Cairo,New Capital,Egypt,,
10759,Chalet in Matrouh,2,4,2,537,1291.67,120,5,0,2,5750000,4/6/2023,Cash,1500000,Sold,1/12/2022,4/30/2024,Cairo,New Cairo,Egypt,,
12330,Apartment in Cairo,3,4,1,565,1076.39,100,3,0,1,2000000,10/3/2024,Cash,2000000,Sold,11/23/2023,4/30/2024,Cairo,New Cairo,Egypt,,
960,Apartment in Cairo,2,3,3,107,1076.39,100,3,1,2,45000000,12/10/2023,Installment,1331801.3,Sold,10/20/2023,5/1/2024,Cairo,New Capital,Egypt,,
1012,Villa in Giza,2,4,1,755,1076.39,100,3,0,1,910000,2/6/2023,Installment,785980.13,Sold,3/5/2022,5/1/2024,Cairo,New Cairo,Egypt,,
2790,Villa in Matrouh,2,3,2,770,1614.58,150,2,0,1,20000000,8/10/2023,Installment,327819.93,Sold,7/17/2023,5/1/2024,Cairo,New Capital,Egypt,,
3375,Apartment in Giza,3,6,3,740,3229.17,300,2,0,4,13253250,3/12/2024,Installment,1505506.99,Sold,11/30/2022,5/1/2024,Cairo,Madinaty,Egypt,,
7004,Chalet in Cairo,1,3,2,265,1291.67,120,5,0,2,16300000,6/11/2023,Cash,4500000,Sold,11/11/2022,5/1/2024,Cairo,New Capital,Egypt,,
8241,Villa in Cairo,1,3,2,698,1291.67,120,3,0,2,4933950,1/14/2023,Mortgage,254541.12,Sold,9/16/2023,5/1/2024,Cairo,New Capital,Egypt,,
9369,Chalet in Cairo,1,3,3,22,1076.39,100,2,1,2,4600000,6/3/2024,Mortgage,1230414.07,Sold,10/18/2023,5/1/2024,Cairo,New Capital,Egypt,,
11178,Apartment in Cairo,4,4,3,287,1291.67,120,3,0,2,12300000,8/17/2023,Cash,8000000,Sold,8/8/2023,5/1/2024,Cairo,New Cairo,Egypt,,
11635,Chalet in Cairo,1,6,2,603,1291.67,120,2,0,3,13500000,2/25/2023,Cash,1500000,Sold,5/20/2023,5/1/2024,Cairo,Madinaty,Egypt,,
3044,Villa in Cairo,2,3,2,84,2368.06,220,3,0,2,7030125,1/14/2024,Installment,387577.5,Sold,3/24/2023,5/2/2024,Cairo,New Capital,Egypt,,
3416,Chalet in Cairo,3,4,3,262,1614.58,150,5,0,3,112000000,3/13/2024,Cash,2200000,Sold,2/8/2022,5/2/2024,Cairo,New Cairo,Egypt,,
4937,Villa in Giza,4,6,3,780,1722.22,160,5,0,2,9506741,2/8/2023,Installment,410815.86,Sold,8/20/2022,5/2/2024,Cairo,Madinaty,Egypt,,
2683,Chalet in Giza,3,6,3,282,1722.22,160,5,1,2,17000000,11/28/2023,Mortgage,315102.87,Sold,12/12/2023,5/3/2024,Cairo,Madinaty,Egypt,,
3808,Apartment in Cairo,3,6,3,336,1614.58,150,3,0,2,9000000,1/8/2023,Cash,2200000,Sold,8/20/2022,5/3/2024,Cairo,Madinaty,Egypt,,
5970,Apartment in Cairo,4,3,3,205,1614.58,150,3,0,2,11000000,9/4/2023,Mortgage,1302287.77,Sold,11/6/2022,5/3/2024,Cairo,New Capital,Egypt,,
6766,Townhouse in Cairo,4,6,2,76,1722.22,160,3,1,2,9500000,11/19/2023,Cash,2200000,Sold,9/5/2022,5/3/2024,Cairo,Madinaty,Egypt,,
8628,Apartment in Cairo,3,6,1,756,1614.58,150,3,0,2,33000000,10/17/2023,Installment,2228692.22,Sold,4/18/2022,5/3/2024,Cairo,Madinaty,Egypt,,
9530,Chalet in Cairo,3,4,1,59,1076.39,100,5,0,3,4312000,12/16/2023,Installment,1049254.68,Sold,11/12/2023,5/3/2024,Cairo,New Cairo,Egypt,,
69,Villa in Cairo,3,6,3,92,2368.06,220,3,1,2,19900000,1/17/2023,Cash,3000000,Sold,9/12/2023,5/4/2024,Cairo,Madinaty,Egypt,,
4587,Chalet in Giza,2,3,2,542,2368.06,220,2,0,4,2300000,12/14/2024,Cash,4500000,Sold,1/24/2022,5/4/2024,Cairo,New Capital,Egypt,,
4977,Townhouse in Cairo,4,4,1,616,1614.58,150,3,0,3,33000000,7/6/2023,Installment,472940.61,Sold,3/15/2023,5/4/2024,Cairo,New Cairo,Egypt,,
6511,Apartment in Cairo,1,6,2,485,1291.67,120,5,1,3,10150000,11/3/2024,Mortgage,327721.12,Sold,3/13/2022,5/4/2024,Cairo,Madinaty,Egypt,,
6778,Apartment in Cairo,4,4,3,763,1291.67,120,3,0,4,12500000,8/2/2024,Cash,8000000,Sold,8/27/2023,5/4/2024,Cairo,New Cairo,Egypt,,
6846,Chalet in Giza,1,4,3,602,2368.06,220,3,0,2,24500000,6/19/2023,Cash,8000000,Sold,9/13/2022,5/4/2024,Cairo,New Cairo,Egypt,,
9952,Villa in Cairo,1,3,1,408,1722.22,160,2,0,2,10000000,11/24/2023,Mortgage,501560.99,Sold,9/26/2022,5/4/2024,Cairo,New Capital,Egypt,,
11371,Townhouse in Cairo,3,3,3,740,1722.22,160,5,1,1,12500000,6/19/2024,Installment,1795628.36,Sold,2/22/2022,5/4/2024,Cairo,New Capital,Egypt,,
12241,Townhouse in Matrouh,4,4,3,304,2368.06,220,3,0,2,3000000,4/3/2023,Installment,885010.74,Sold,7/12/2023,5/4/2024,Cairo,New Cairo,Egypt,,
12410,Chalet in Cairo,2,4,1,164,2368.06,220,3,0,3,2000000,8/11/2024,Cash,2000000,Sold,2/6/2023,5/4/2024,Cairo,New Cairo,Egypt,,
1149,Villa in Cairo,1,3,2,491,1076.39,100,2,0,3,24000000,9/9/2024,Cash,8000000,Sold,12/14/2023,5/5/2024,Cairo,New Capital,Egypt,,
4082,Apartment in Matrouh,4,3,2,465,1076.39,100,2,0,2,6850000,9/19/2024,Mortgage,440520.91,Sold,10/22/2022,5/5/2024,Cairo,New Capital,Egypt,,
4339,Chalet in Matrouh,3,6,2,529,2368.06,220,5,1,3,16000000,1/1/2023,Installment,1348102.99,Sold,5/11/2022,5/5/2024,Cairo,Madinaty,Egypt,,
6091,Apartment in Giza,2,6,1,262,1614.58,150,2,0,3,38000000,2/11/2023,Installment,398804.72,Sold,3/8/2023,5/5/2024,Cairo,Madinaty,Egypt,,
9614,Apartment in Matrouh,2,4,3,786,2368.06,220,2,0,3,11500000,3/20/2024,Mortgage,819137.79,Sold,5/5/2023,5/5/2024,Cairo,New Cairo,Egypt,,
13229,Townhouse in Cairo,2,3,3,208,1722.22,160,2,0,4,1500000,4/17/2023,Installment,379641.68,Sold,2/6/2023,5/5/2024,Cairo,New Capital,Egypt,,
14079,Villa in Matrouh,1,4,2,235,1722.22,160,2,0,4,2200000,12/13/2024,Mortgage,353532.34,Sold,8/31/2023,5/5/2024,Cairo,New Cairo,Egypt,,
1162,Villa in Cairo,1,4,2,663,1291.67,120,3,0,2,2461000,5/31/2023,Installment,399050.31,Sold,12/22/2023,5/6/2024,Cairo,New Cairo,Egypt,,
4366,Chalet in Matrouh,1,6,2,664,1614.58,150,2,0,2,18000000,2/26/2023,Mortgage,457160.04,Sold,4/8/2022,5/6/2024,Cairo,Madinaty,Egypt,,
5458,Apartment in Giza,4,6,3,76,1722.22,160,3,1,2,5140000,3/13/2024,Cash,3000000,Sold,10/9/2023,5/6/2024,Cairo,Madinaty,Egypt,,
8218,Chalet in Giza,1,3,2,525,3229.17,300,2,0,3,6000000,7/11/2024,Cash,3000000,Sold,1/31/2023,5/6/2024,Cairo,New Capital,Egypt,,
9398,Townhouse in Matrouh,4,6,3,411,3229.17,300,5,0,2,39500000,6/30/2024,Mortgage,2164028.37,Sold,9/29/2023,5/6/2024,Cairo,Madinaty,Egypt,,
465,Villa in Cairo,1,4,1,107,1076.39,100,2,0,2,5580000,12/16/2024,Mortgage,387936.7,Sold,6/30/2023,5/7/2024,Cairo,New Cairo,Egypt,,
2509,Apartment in Giza,3,6,3,682,2368.06,220,3,1,2,10400000,3/6/2023,Installment,398430.04,Sold,8/23/2023,5/7/2024,Cairo,Madinaty,Egypt,,
3818,Villa in Cairo,1,6,1,587,1076.39,100,2,0,4,2969000,9/24/2023,Mortgage,171748.84,Sold,1/23/2023,5/7/2024,Cairo,Madinaty,Egypt,,
12328,Apartment in Cairo,1,6,3,45,1291.67,120,2,1,2,3000000,11/7/2024,Cash,3000000,Sold,1/27/2023,5/7/2024,Cairo,Madinaty,Egypt,,
428,Apartment in Giza,4,6,1,481,1722.22,160,5,0,2,34200000,7/27/2023,Mortgage,616594.36,Sold,3/18/2022,5/8/2024,Cairo,Madinaty,Egypt,,
1378,Villa in Matrouh,2,3,1,107,1614.58,150,2,0,1,30000000,5/8/2023,Installment,406955.15,Sold,9/18/2023,5/8/2024,Cairo,New Capital,Egypt,,
2031,Apartment in Cairo,2,6,3,125,1076.39,100,5,1,2,7900000,3/22/2024,Installment,830143.78,Sold,2/15/2023,5/8/2024,Cairo,Madinaty,Egypt,,
2326,Villa in Matrouh,2,3,1,567,1076.39,100,5,1,1,29900000,4/1/2024,Installment,2045096.29,Sold,12/2/2023,5/8/2024,Cairo,New Capital,Egypt,,
5137,Chalet in Giza,3,6,3,1,1291.67,120,2,0,4,16780000,8/17/2023,Mortgage,1472173.31,Sold,11/29/2022,5/8/2024,Cairo,Madinaty,Egypt,,
8116,Chalet in Giza,1,4,3,409,1722.22,160,2,0,4,6500000,11/11/2023,Mortgage,558027.77,Sold,5/30/2022,5/8/2024,Cairo,New Cairo,Egypt,,
9990,Apartment in Cairo,1,4,2,170,1614.58,150,3,1,1,32000000,10/20/2024,Mortgage,1826378.32,Sold,6/4/2022,5/8/2024,Cairo,New Cairo,Egypt,,
